"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C(uS/cm @25C)","Streamflow, ft&#179;/s(ft3/s)","Temperature, water, &#176;C(deg C)","Wind direction, degrees clockwise from north(Deg)","Wind speed, mph(mph)"
17300.0,,31.4,,
8250.0,,30.1,,
,,29.6,,
,,29.5,,
30900.0,,29.6,,
8020.0,,30.0,,
,,29.4,,
,,29.3,,
31400.0,,29.3,,
17300.0,,31.2,,
8300.0,,30.0,,
,,29.2,,
,,29.2,,
31600.0,,29.3,,
8100.0,,29.9,,
,,29.1,,
,,29.1,,
31000.0,,29.4,,
17300.0,,31.1,,
8210.0,,29.8,,
,,29.0,,
,,29.0,,
30900.0,,29.3,,
8240.0,,29.8,,
,,28.9,,
,,28.9,,
30800.0,,29.3,,
17200.0,,31.0,,
8220.0,,29.7,,
,,28.8,,
,,28.7,,
30300.0,,29.3,,
8180.0,,29.7,,
,,28.6,,
,,28.6,,
30800.0,,29.3,,
17200.0,,31.1,,
8200.0,,29.6,,
,,28.5,,
,,28.4,,
30800.0,,29.2,,
8250.0,,29.6,,
,,28.4,,
,,28.4,,
29400.0,,29.2,,
17400.0,,30.8,,
8240.0,,29.5,,
,,28.3,,
,,28.3,,
30200.0,,29.2,,
8310.0,,29.4,,
,,28.2,,
,,28.2,,
,,29.1,,
17600.0,,30.8,,
8260.0,,29.3,,
,,28.2,,
,,28.1,,
31600.0,,28.9,,
8300.0,,29.3,,
,,28.1,,
,,28.0,,
,,29.0,,
17600.0,,30.7,,
8180.0,,29.2,,
,,28.0,,
,,28.0,,
32100.0,,29.0,,
8220.0,,29.1,,
,,27.9,,
,,27.9,,
31100.0,,29.0,,
17700.0,,30.5,,
8320.0,,28.9,,
,,27.8,,
,,27.8,,
32300.0,,29.0,,
8250.0,,28.8,,
,,27.8,,
,,27.7,,
32500.0,,29.0,,
18100.0,,30.2,,
8240.0,,28.6,,
,,27.7,,
,,27.6,,
32100.0,,29.0,,
8140.0,,28.5,,
,,27.6,,
,,27.6,,
33000.0,,29.1,,
18100.0,,30.0,,
8050.0,,28.5,,
,,27.5,,
,,27.5,,
,,29.0,,
8010.0,,28.4,,
,,27.4,,
,,27.4,,
34600.0,,29.1,,
18200.0,,29.8,,
7750.0,,28.4,,
,,27.4,,
,,27.3,,
35100.0,,29.1,,
7740.0,,28.3,,
,,27.3,,
,,27.2,,
34200.0,,29.0,,
18200.0,,29.6,,
7980.0,,28.3,,
,,27.2,,
,,27.1,,
33300.0,,29.0,,
8010.0,,28.3,,
,,27.1,,
,,27.1,,
35800.0,,29.0,,
18100.0,,29.6,,
8070.0,,28.3,,
,,27.1,,
,,27.0,,
,,29.0,,
8100.0,,28.3,,
,,27.0,,
,,27.0,,
35800.0,,29.0,,
18100.0,,29.5,,
8200.0,,28.3,,
,,27.1,,
,,27.1,,
35800.0,,29.0,,
8170.0,,28.4,,
,,27.2,,
,,27.2,,
,,29.1,,
18100.0,,29.5,,
8140.0,,28.4,,
,,27.3,,
,,27.3,,
,,29.1,,
8270.0,,28.3,,
,,27.4,,
,,27.5,,
35900.0,,29.2,,
18100.0,,29.9,,
8340.0,,28.6,,
,,27.5,,
,,27.6,,
35600.0,,29.4,,
8350.0,,28.8,,
,,27.7,,
,,27.9,,
35300.0,,29.4,,
18100.0,,30.4,,
8700.0,,29.1,,
,,27.9,,
,,28.1,,
35800.0,,29.5,,
8880.0,,29.3,,
,,28.1,,
,,28.2,,
34600.0,,29.6,,
18000.0,,30.8,,
8980.0,,29.7,,
,,28.4,,
,,28.5,,
34600.0,,29.8,,
8910.0,,29.9,,
,,28.6,,
,,28.6,,
34700.0,,30.0,,
18000.0,,31.4,,
9200.0,,30.0,,
,,28.8,,
,,28.9,,
,,30.2,,
9440.0,,30.0,,
,,29.0,,
,,29.2,,
32000.0,,30.2,,
17900.0,,31.5,,
9910.0,,30.0,,
,,29.2,,
,,29.3,,
33300.0,,30.3,,
10400.0,,30.1,,
,,29.5,,
,,29.6,,
29900.0,,30.4,,
17900.0,,31.3,,
10600.0,,30.2,,
,,29.7,,
,,29.8,,
32900.0,,30.4,,
10600.0,,30.4,,
,,29.9,,
,,29.9,,
31600.0,,30.6,,
17800.0,,31.4,,
10700.0,,30.6,,
,,30.0,,
,,30.1,,
28400.0,,30.5,,
10800.0,,30.7,,
,,30.1,,
,,30.1,,
31300.0,,30.8,,
17800.0,,31.2,,
10800.0,,30.7,,
,,30.0,,
,,30.0,,
30800.0,,30.7,,
10800.0,,30.7,,
,,29.9,,
,,29.8,,
29400.0,,30.6,,
17600.0,,31.2,,
10400.0,,30.7,,
,,29.8,,
,,29.7,,
29800.0,,30.2,,
10800.0,,30.6,,
,,29.6,,
,,29.6,,
26500.0,,30.3,,
17600.0,,31.3,,
10800.0,,30.6,,
,,29.5,,
,,29.5,,
29200.0,,30.3,,
10800.0,,30.6,,
,,29.4,,
,,29.4,,
29400.0,,30.2,,
17600.0,,31.2,,
10600.0,,30.5,,
,,29.3,,
,,29.3,,
30200.0,,30.2,,
10000.0,,30.5,,
,,29.2,,
,,29.2,,
30300.0,,30.2,,
17600.0,,31.0,,
10100.0,,30.5,,
,,29.1,,
,,29.1,,
30500.0,,30.2,,
10700.0,,30.7,,
,,29.0,,
,,29.0,,
30600.0,,30.0,,
17600.0,,30.8,,
11100.0,,30.7,,
,,28.9,,
,,28.9,,
30800.0,,29.9,,
10900.0,,30.7,,
,,28.8,,
,,28.8,,
29100.0,,30.0,,
17600.0,,30.6,,
10800.0,,30.5,,
,,28.8,,
,,28.7,,
29100.0,,29.9,,
10800.0,,30.4,,
,,28.7,,
,,28.7,,
29600.0,,29.9,,
17700.0,,30.6,,
10600.0,,30.3,,
,,28.7,,
,,28.6,,
29900.0,,29.8,,
10700.0,,30.2,,
,,28.6,,
,,28.6,,
29100.0,,29.7,,
17600.0,,30.6,,
10800.0,,30.2,,
,,28.6,,
,,28.6,,
30200.0,,29.8,,
11000.0,,30.2,,
,,28.5,,
,,28.5,,
,,29.9,,
17400.0,,30.3,,
11000.0,,30.2,,
,,28.5,,
,,28.4,,
,,29.9,,
10700.0,,29.9,,
,,28.4,,
,,28.4,,
,,29.9,,
17500.0,,30.0,,
10700.0,,29.9,,
,,28.3,,
,,28.3,,
31500.0,,29.8,,
10600.0,,29.8,,
,,28.3,,
,,28.2,,
32900.0,,29.9,,
17500.0,,29.9,,
10500.0,,29.7,,
,,28.2,,
,,28.2,,
33500.0,,29.9,,
10400.0,,29.6,,
,,28.1,,
,,28.1,,
33200.0,,29.9,,
17600.0,,29.8,,
10500.0,,29.5,,
,,28.1,,
,,28.0,,
,,29.9,,
10600.0,,29.4,,
,,28.0,,
,,28.0,,
,,29.8,,
17600.0,,29.6,,
10000.0,,29.1,,
,,27.9,,
,,27.9,,
,,29.7,,
10400.0,,29.0,,
,,27.9,,
,,27.8,,
35500.0,,29.7,,
17600.0,,29.6,,
10400.0,,29.0,,
,,27.8,,
,,27.8,,
35500.0,,29.7,,
10500.0,,29.1,,
,,27.8,,
,,27.8,,
35500.0,,29.7,,
17600.0,,29.6,,
10600.0,,29.1,,
,,27.8,,
,,27.9,,
35200.0,,29.7,,
10600.0,,29.0,,
,,27.9,,
,,28.0,,
,,29.7,,
17600.0,,29.6,,
10600.0,,29.0,,
,,28.0,,
,,28.1,,
26100.0,,29.8,,
10700.0,,29.2,,
,,28.2,,
,,28.2,,
29000.0,,29.8,,
17600.0,,29.7,,
10600.0,,29.2,,
,,28.3,,
,,28.4,,
30800.0,,29.9,,
10600.0,,29.3,,
,,28.5,,
,,28.6,,
28900.0,,30.0,,
17700.0,,30.0,,
10700.0,,29.4,,
,,28.7,,
,,28.7,,
,,30.2,,
10800.0,,29.5,,
,,28.9,,
,,29.0,,
34200.0,,30.3,,
17700.0,,30.4,,
10800.0,,29.6,,
,,29.0,,
,,29.1,,
,,30.4,,
10800.0,,29.7,,
,,29.3,,
,,29.4,,
30000.0,,30.5,,
17600.0,,30.2,,
10800.0,,29.9,,
,,29.6,,
,,29.6,,
,,30.5,,
10700.0,,30.2,,
,,29.6,,
,,29.8,,
,,30.6,,
17600.0,,29.7,,
10800.0,,30.2,,
,,30.0,,
,,30.1,,
25800.0,,30.6,,
11300.0,,30.2,,
,,30.2,,
,,30.2,,
,,30.7,,
17500.0,,29.6,,
11300.0,,30.2,,
,,30.3,,
,,30.4,,
33100.0,,30.8,,
11300.0,,30.2,,
,,30.5,,
,,30.6,,
27700.0,,31.0,,
17600.0,,30.1,,
11100.0,,30.3,,
,,30.7,,
,,30.7,,
25300.0,,31.0,,
11200.0,,30.3,,
,,30.8,,
,,30.8,,
21200.0,,30.8,,
17600.0,,30.5,,
11000.0,,30.5,,
,,30.8,,
,,30.9,,
23700.0,,30.4,,
11200.0,,30.5,,
,,30.9,,
,,30.8,,
,,30.2,,
17600.0,,30.6,,
10900.0,,30.6,,
,,30.7,,
,,30.7,,
28600.0,,30.2,,
11000.0,,30.6,,
,,30.6,,
,,30.5,,
,,30.1,,
17500.0,,30.6,,
10700.0,,30.5,,
,,30.4,,
,,30.4,,
29400.0,,30.2,,
10800.0,,30.5,,
,,30.3,,
,,30.2,,
,,30.2,,
17500.0,,30.5,,
11000.0,,30.4,,
,,30.2,,
,,30.1,,
24800.0,,30.2,,
10600.0,,30.3,,
,,30.0,,
,,30.0,,
28100.0,,30.2,,
17500.0,,30.5,,
10700.0,,30.3,,
,,29.9,,
,,29.8,,
24300.0,,30.2,,
10900.0,,30.2,,
,,29.8,,
,,29.7,,
24200.0,,30.2,,
17500.0,,30.4,,
10900.0,,30.2,,
,,29.7,,
,,29.6,,
25900.0,,30.1,,
10800.0,,30.0,,
,,29.5,,
,,29.5,,
,,30.1,,
17500.0,,30.2,,
10900.0,,30.0,,
,,29.4,,
,,29.4,,
23100.0,,30.1,,
10800.0,,29.9,,
,,29.3,,
,,29.3,,
,,30.0,,
17500.0,,30.0,,
10700.0,,29.8,,
,,29.2,,
,,29.2,,
29200.0,,30.0,,
10600.0,,29.7,,
,,29.1,,
,,29.1,,
26900.0,,30.0,,
17500.0,,30.1,,
10600.0,,29.6,,
,,29.1,,
,,29.0,,
26300.0,,29.9,,
10500.0,,29.6,,
,,29.0,,
,,29.0,,
26800.0,,29.7,,
17300.0,,30.0,,
10400.0,,29.6,,
,,28.9,,
,,28.9,,
,,29.7,,
10300.0,,29.5,,
,,28.9,,
,,28.9,,
,,29.6,,
17400.0,,29.8,,
10300.0,,29.5,,
,,28.8,,
,,28.8,,
25600.0,,29.8,,
10200.0,,29.5,,
,,28.8,,
,,28.7,,
31200.0,,29.9,,
17500.0,,29.7,,
10200.0,,29.4,,
,,28.7,,
,,28.7,,
,,30.0,,
10200.0,,29.3,,
,,28.6,,
,,28.6,,
,,30.0,,
17600.0,,29.6,,
10300.0,,29.3,,
,,28.6,,
,,28.5,,
31800.0,,30.1,,
10300.0,,29.2,,
,,28.5,,
,,28.5,,
34500.0,,30.2,,
17500.0,,29.6,,
10400.0,,29.1,,
,,28.4,,
,,28.4,,
,,30.3,,
10400.0,,29.1,,
,,28.4,,
,,28.3,,
,,30.2,,
17500.0,,29.6,,
10400.0,,29.1,,
,,28.3,,
,,28.3,,
35800.0,,30.0,,
10400.0,,29.2,,
,,28.3,,
,,28.2,,
36300.0,,30.0,,
17500.0,,29.6,,
10400.0,,29.2,,
,,28.3,,
,,28.3,,
,,30.1,,
10400.0,,29.1,,
,,28.3,,
,,28.4,,
,,30.2,,
17600.0,,,,
10400.0,,29.1,,
,,28.4,,
,,28.5,,
36600.0,,30.2,,
10400.0,,29.1,,
,,28.6,,
,,28.7,,
36600.0,,30.2,,
17700.0,,29.8,,
10400.0,,29.0,,
,,28.8,,
,,28.9,,
35800.0,,30.4,,
10400.0,,29.0,,
,,29.0,,
,,29.1,,
36600.0,,30.3,,
17700.0,,29.9,,
10200.0,,,,
,,29.3,,
,,29.4,,
,,30.5,,
10400.0,,,,
,,29.5,,
,,29.6,,
,,31.0,,
17600.0,,29.6,,
10300.0,,,,
,,29.8,,
,,30.0,,
35600.0,,31.4,,
10500.0,,,,
,,30.0,,
,,30.2,,
35400.0,,31.4,,
17600.0,,30.1,,
10600.0,,29.4,,
,,30.3,,
,,30.4,,
,,31.7,,
10700.0,,29.4,,
,,30.6,,
,,30.7,,
34700.0,,31.6,,
17600.0,,30.7,,
10700.0,,29.4,,
,,30.8,,
,,31.0,,
33700.0,,31.9,,
11200.0,,29.7,,
,,31.1,,
,,31.2,,
32000.0,,32.2,,
17500.0,,31.1,,
11400.0,,29.9,,
,,31.2,,
,,31.2,,
,,32.5,,
11600.0,,30.0,,
,,31.2,,
,,31.4,,
31600.0,,32.2,,
11500.0,,30.1,,
,,31.4,,
,,31.4,,
30900.0,,32.8,,
11700.0,,30.4,,
,,31.4,,
,,31.4,,
26600.0,,31.1,,
17600.0,,31.8,,
11900.0,,30.6,,
,,31.4,,
,,31.3,,
,,30.9,,
11900.0,,30.7,,
,,31.2,,
,,31.1,,
,,30.9,,
17600.0,,31.8,,
11900.0,,30.8,,
,,31.0,,
,,30.9,,
,,31.0,,
11900.0,,30.7,,
,,30.8,,
,,30.7,,
,,31.2,,
17600.0,,31.8,,
11900.0,,30.7,,
,,30.6,,
,,30.5,,
,,31.4,,
11900.0,,30.8,,
,,30.5,,
,,30.4,,
,,31.4,,
17600.0,,31.6,,
11900.0,,30.9,,
,,30.3,,
,,30.2,,
,,31.3,,
11800.0,,31.0,,
,,30.2,,
,,30.1,,
,,31.2,,
17600.0,,31.6,,
11800.0,,31.2,,
,,30.0,,
,,30.0,,
,,31.1,,
11700.0,,31.2,,
,,29.9,,
,,29.9,,
,,31.0,,
17500.0,,31.5,,
11700.0,,31.2,,
,,29.8,,
,,29.8,,
,,31.0,,
10700.0,,31.2,,
,,29.8,,
,,29.7,,
,,31.0,,
17500.0,,31.4,,
11100.0,,31.0,,
,,29.6,,
,,29.6,,
,,30.9,,
11000.0,,30.8,,
,,29.6,,
,,29.5,,
,,30.9,,
17500.0,,31.2,,
11200.0,,30.8,,
,,29.4,,
,,29.4,,
,,30.8,,
11100.0,,30.8,,
,,29.4,,
,,29.3,,
,,30.8,,
17600.0,,30.8,,
11200.0,,30.7,,
,,29.2,,
,,29.2,,
,,30.7,,
10900.0,,30.5,,
,,29.2,,
,,29.1,,
,,30.6,,
17500.0,,30.9,,
10700.0,,30.4,,
,,29.1,,
,,29.1,,
,,30.5,,
10800.0,,30.4,,
,,29.0,,
,,29.0,,
,,30.4,,
17500.0,,30.7,,
10700.0,,30.5,,
,,29.0,,
,,28.9,,
,,30.4,,
10700.0,,30.4,,
,,28.9,,
,,28.8,,
,,30.3,,
17900.0,,30.5,,
10700.0,,30.5,,
,,28.8,,
,,28.8,,
32300.0,,30.2,,
10600.0,,30.5,,
,,28.8,,
,,28.7,,
31900.0,,30.2,,
18000.0,,30.3,,
10600.0,,30.5,,
,,28.7,,
,,28.7,,
31000.0,,30.5,,
10700.0,,30.3,,
,,28.7,,
,,28.6,,
,,30.6,,
18000.0,,30.2,,
10700.0,,30.3,,
,,28.6,,
,,28.6,,
,,30.8,,
10700.0,,30.3,,
,,28.5,,
,,28.5,,
34100.0,,30.9,,
18000.0,,30.1,,
10500.0,,30.2,,
,,28.5,,
,,28.5,,
34500.0,,30.9,,
10400.0,,30.2,,
,,28.5,,
,,28.5,,
35200.0,,30.9,,
18100.0,,30.1,,
10400.0,,30.0,,
,,28.5,,
,,28.5,,
35700.0,,30.9,,
10500.0,,29.8,,
,,28.5,,
,,28.6,,
35200.0,,30.9,,
18200.0,,30.0,,
10500.0,,29.7,,
,,28.7,,
,,28.7,,
,,30.9,,
10500.0,,29.7,,
,,28.8,,
,,28.9,,
,,30.9,,
18300.0,,30.0,,
10400.0,,29.7,,
,,29.0,,
,,29.1,,
36200.0,,31.1,,
10400.0,,29.7,,
,,29.2,,
,,29.3,,
36200.0,,31.3,,
18300.0,,30.1,,
10400.0,,29.7,,
,,29.4,,
,,29.5,,
36200.0,,31.5,,
10500.0,,29.8,,
,,29.7,,
,,29.8,,
36100.0,,31.2,,
18300.0,,30.5,,
10600.0,,29.9,,
,,30.0,,
,,30.1,,
35900.0,,31.1,,
10700.0,,30.1,,
,,30.3,,
,,30.4,,
35600.0,,31.2,,
18300.0,,30.9,,
10700.0,,30.2,,
,,30.4,,
,,30.6,,
34200.0,,31.2,,
10800.0,,30.2,,
,,30.8,,
,,31.0,,
35800.0,,31.4,,
18100.0,,31.6,,
10900.0,,30.4,,
,,31.1,,
,,31.1,,
32800.0,,32.2,,
11000.0,,30.7,,
,,31.2,,
,,31.3,,
35700.0,,32.6,,
,,31.7,,
10800.0,,31.1,,
,,31.4,,
,,31.5,,
,,32.6,,
10900.0,,31.7,,
,,31.4,,
,,31.6,,
31100.0,,32.6,,
18100.0,,32.2,,
10800.0,,31.4,,
,,31.7,,
,,31.8,,
29800.0,,32.7,,
10900.0,,31.3,,
,,31.8,,
,,31.8,,
,,32.3,,
18200.0,,32.2,,
10900.0,,31.2,,
,,31.8,,
,,31.7,,
,,32.1,,
10900.0,,31.1,,
,,31.6,,
,,31.6,,
33100.0,,31.9,,
18200.0,,32.2,,
11300.0,,31.4,,
,,31.5,,
,,31.4,,
32400.0,,31.6,,
11400.0,,31.5,,
,,31.3,,
,,31.2,,
32000.0,,31.2,,
18200.0,,32.3,,
11600.0,,31.6,,
,,31.2,,
,,31.1,,
31200.0,,31.2,,
11600.0,,31.6,,
,,31.1,,
,,31.0,,
,,31.3,,
18200.0,,32.4,,
11500.0,,31.6,,
,,30.9,,
,,30.8,,
,,31.4,,
11400.0,,31.5,,
,,30.7,,
,,30.7,,
30300.0,,31.4,,
18100.0,,32.3,,
11300.0,,31.4,,
,,30.6,,
,,30.5,,
30000.0,,31.5,,
11200.0,,31.2,,
,,30.4,,
,,30.3,,
29400.0,,31.5,,
18000.0,,32.2,,
11200.0,,31.1,,
,,30.2,,
,,30.1,,
,,31.5,,
11100.0,,31.0,,
,,30.0,,
,,30.0,,
,,31.4,,
17900.0,,32.1,,
11100.0,,30.8,,
,,29.9,,
,,29.8,,
,,31.4,,
11000.0,,30.7,,
,,29.8,,
,,29.7,,
,,31.4,,
17900.0,,32.0,,
10900.0,,30.6,,
,,29.7,,
,,29.6,,
29300.0,,31.3,,
10700.0,,30.5,,
,,29.6,,
,,29.6,,
29300.0,,31.3,,
17900.0,,31.8,,
10700.0,,30.3,,
,,29.6,,
,,29.5,,
29100.0,,31.2,,
10600.0,,30.2,,
,,29.5,,
,,29.5,,
26300.0,,31.2,,
18000.0,,31.5,,
10500.0,,30.0,,
,,29.5,,
,,29.4,,
29500.0,,31.1,,
10200.0,,29.8,,
,,29.4,,
,,29.4,,
29600.0,,31.0,,
18100.0,,31.6,,
10300.0,,29.7,,
,,29.3,,
,,29.3,,
30100.0,,30.9,,
10200.0,,29.8,,
,,29.2,,
,,29.2,,
30500.0,,30.7,,
18100.0,,31.3,,
10200.0,,30.0,,
,,29.2,,
,,29.2,,
30800.0,,30.6,,
10200.0,,30.0,,
,,29.1,,
,,29.1,,
31400.0,,30.5,,
18400.0,,31.2,,
10100.0,,30.1,,
,,29.1,,
,,29.0,,
31300.0,,30.5,,
9930.0,,30.2,,
,,29.0,,
,,29.0,,
33000.0,,30.9,,
18600.0,,31.0,,
9870.0,,30.2,,
,,29.0,,
,,28.9,,
,,30.8,,
9940.0,,30.1,,
,,28.9,,
,,28.9,,
34400.0,,30.9,,
18600.0,,30.9,,
9980.0,,30.1,,
,,28.8,,
,,28.8,,
34700.0,,30.9,,
9850.0,,30.0,,
,,28.8,,
,,28.8,,
,,31.0,,
18700.0,,30.8,,
9660.0,,29.9,,
,,28.8,,
,,28.8,,
35300.0,,31.1,,
9540.0,,29.8,,
,,28.9,,
,,28.9,,
35800.0,,31.0,,
18800.0,,30.7,,
9430.0,,29.8,,
,,29.0,,
,,29.0,,
36100.0,,31.0,,
9430.0,,29.8,,
,,29.0,,
,,29.1,,
36100.0,,31.0,,
18900.0,,30.8,,
9570.0,,29.7,,
,,29.2,,
,,29.3,,
36100.0,,31.0,,
9300.0,,29.6,,
,,29.4,,
,,29.5,,
36000.0,,31.2,,
18900.0,,31.0,,
9170.0,,30.0,,
,,29.6,,
,,29.6,,
36000.0,,31.2,,
9260.0,,30.2,,
,,29.8,,
,,29.8,,
,,31.2,,
18900.0,,31.2,,
9880.0,,29.6,,
,,30.0,,
,,30.1,,
35800.0,,31.2,,
9920.0,,29.8,,
,,30.1,,
,,30.2,,
35800.0,,31.4,,
18800.0,,31.5,,
10200.0,,30.0,,
,,30.4,,
,,30.5,,
35800.0,,31.6,,
9880.0,,30.7,,
,,30.5,,
,,30.6,,
,,31.5,,
18800.0,,31.9,,
9660.0,,31.1,,
,,30.6,,
,,30.6,,
35800.0,,31.5,,
9620.0,,31.2,,
,,30.8,,
,,30.9,,
35900.0,,31.6,,
18700.0,,32.5,,
9570.0,,31.5,,
,,31.0,,
,,31.1,,
35900.0,,31.7,,
9480.0,,31.7,,
,,31.1,,
,,31.1,,
35600.0,,31.9,,
18600.0,,32.1,,
9560.0,,31.4,,
,,31.2,,
,,31.1,,
35400.0,,32.0,,
9570.0,,31.4,,
,,31.1,,
,,31.2,,
35000.0,,32.0,,
18600.0,,31.7,,
9580.0,,31.3,,
,,31.3,,
,,31.2,,
34500.0,,31.9,,
9590.0,,31.3,,
,,31.1,,
,,31.1,,
34300.0,,31.9,,
18700.0,,31.5,,
9570.0,,30.9,,
,,31.1,,
,,31.0,,
33200.0,,31.8,,
9590.0,,30.7,,
,,30.9,,
,,30.8,,
32800.0,,31.6,,
18600.0,,31.6,,
9550.0,,30.7,,
,,30.7,,
,,30.6,,
32600.0,,31.4,,
9520.0,,30.6,,
,,30.5,,
,,30.5,,
,,31.1,,
18500.0,,31.5,,
9520.0,,30.6,,
,,30.4,,
,,30.4,,
,,31.2,,
9580.0,,30.5,,
,,30.3,,
,,30.2,,
,,31.3,,
18400.0,,31.5,,
9530.0,,30.4,,
,,30.2,,
,,30.1,,
,,31.3,,
9370.0,,30.2,,
,,30.0,,
,,30.0,,
,,31.4,,
18300.0,,31.5,,
9340.0,,30.0,,
,,29.9,,
,,29.8,,
,,31.3,,
9320.0,,29.9,,
,,29.8,,
,,29.7,,
,,31.3,,
18200.0,,31.4,,
9370.0,,29.8,,
,,29.7,,
,,29.6,,
,,31.2,,
9420.0,,29.6,,
,,29.6,,
,,29.6,,
,,31.2,,
18100.0,,31.3,,
9460.0,,29.5,,
,,29.6,,
,,29.5,,
,,31.1,,
9460.0,,29.4,,
,,29.5,,
,,29.5,,
,,31.0,,
18100.0,,31.2,,
9320.0,,29.3,,
,,29.5,,
,,29.4,,
,,31.0,,
9180.0,,29.3,,
,,29.4,,
,,29.4,,
,,30.9,,
18100.0,,31.0,,
9140.0,,29.3,,
,,29.4,,
,,29.4,,
,,30.9,,
9090.0,,29.1,,
,,29.3,,
,,29.3,,
29100.0,,30.8,,
18200.0,,30.6,,
8790.0,,29.2,,
,,29.3,,
,,29.3,,
29700.0,,30.7,,
8750.0,,29.0,,
,,29.2,,
,,29.2,,
,,30.6,,
18300.0,,30.8,,
8590.0,,29.0,,
,,29.2,,
,,29.2,,
30300.0,,30.6,,
8450.0,,29.0,,
,,29.1,,
,,29.1,,
30600.0,,30.5,,
18400.0,,30.6,,
8440.0,,29.0,,
,,29.1,,
,,29.1,,
28400.0,,30.3,,
8360.0,,28.9,,
,,29.0,,
,,29.0,,
31800.0,,30.3,,
19200.0,,30.6,,
7980.0,,28.7,,
,,29.0,,
,,29.0,,
32600.0,,30.4,,
7670.0,,28.8,,
,,29.0,,
,,28.9,,
33400.0,,30.6,,
19200.0,,30.5,,
7460.0,,28.8,,
,,28.9,,
,,28.9,,
33800.0,,30.6,,
7390.0,,28.7,,
,,28.9,,
,,28.9,,
33900.0,,30.7,,
19000.0,,30.4,,
7320.0,,28.7,,
,,28.9,,
,,28.9,,
34100.0,,30.7,,
7250.0,,28.7,,
,,29.0,,
,,29.0,,
34700.0,,30.7,,
19000.0,,30.4,,
7220.0,,28.8,,
,,29.0,,
,,29.1,,
35000.0,,30.7,,
7180.0,,28.8,,
,,29.0,,
,,29.1,,
35500.0,,30.8,,
19000.0,,30.6,,
7170.0,,28.8,,
,,29.2,,
,,29.3,,
35800.0,,30.9,,
7170.0,,28.8,,
,,29.4,,
,,29.5,,
35800.0,,30.9,,
19100.0,,30.7,,
7160.0,,29.0,,
,,29.6,,
,,29.8,,
35800.0,,30.9,,
7120.0,,28.9,,
,,29.7,,
,,29.8,,
35900.0,,30.9,,
19100.0,,30.8,,
7410.0,,29.0,,
,,29.8,,
,,30.0,,
36000.0,,30.8,,
7310.0,,,,
,,30.0,,
,,29.9,,
36000.0,,30.8,,
19200.0,,30.9,,
7340.0,,29.5,,
,,30.0,,
,,30.2,,
35500.0,,30.8,,
7300.0,,29.8,,
,,30.2,,
,,30.5,,
35900.0,,30.9,,
19200.0,,31.1,,
7260.0,,29.7,,
,,30.6,,
,,30.5,,
35200.0,,31.0,,
7290.0,,29.6,,
,,30.4,,
,,30.5,,
35200.0,,31.0,,
19100.0,,31.4,,
7290.0,,29.7,,
,,30.6,,
,,30.4,,
35100.0,,31.0,,
7290.0,,29.7,,
,,30.0,,
,,29.9,,
,,31.0,,
19000.0,,31.3,,
7300.0,,29.6,,
,,29.9,,
,,29.9,,
34800.0,,30.9,,
7300.0,,29.7,,
,,29.8,,
,,29.8,,
33000.0,,30.9,,
18800.0,,31.0,,
7310.0,,29.7,,
,,29.7,,
,,29.7,,
34600.0,,31.0,,
7320.0,,29.7,,
,,29.6,,
,,29.6,,
34400.0,,31.0,,
18900.0,,30.9,,
7340.0,,29.7,,
,,29.6,,
,,29.5,,
33300.0,,30.9,,
7370.0,,29.6,,
,,29.5,,
,,29.5,,
32100.0,,30.8,,
19100.0,,30.9,,
7380.0,,29.6,,
,,29.4,,
,,29.4,,
,,30.6,,
7390.0,,29.5,,
,,29.4,,
,,29.3,,
,,30.5,,
19000.0,,30.7,,
7410.0,,29.4,,
,,29.3,,
,,29.2,,
,,30.4,,
7400.0,,29.4,,
,,29.2,,
,,29.1,,
29100.0,,30.3,,
18800.0,,30.6,,
7340.0,,29.4,,
,,29.1,,
,,29.0,,
28800.0,,30.3,,
7300.0,,29.3,,
,,29.0,,
,,29.0,,
28700.0,,30.3,,
18700.0,,30.5,,
7270.0,,29.2,,
,,28.9,,
,,28.9,,
28500.0,,30.2,,
7260.0,,29.1,,
,,28.8,,
,,28.8,,
28300.0,,30.2,,
18600.0,,30.4,,
7240.0,,29.0,,
,,28.8,,
,,28.7,,
27900.0,,30.2,,
7240.0,,28.9,,
,,28.6,,
,,28.6,,
27500.0,,30.1,,
18400.0,,30.2,,
7210.0,,28.8,,
,,28.6,,
,,28.5,,
27300.0,,30.1,,
7110.0,,28.8,,
,,28.5,,
,,28.4,,
27100.0,,30.1,,
18300.0,,30.1,,
7020.0,,28.8,,
,,28.4,,
,,28.4,,
27200.0,,30.0,,
6920.0,,28.8,,
,,28.3,,
,,28.3,,
27100.0,,30.0,,
18300.0,,30.0,,
6830.0,,28.8,,
,,28.3,,
,,28.2,,
27200.0,,30.0,,
6730.0,,28.7,,
,,28.2,,
,,28.2,,
25200.0,,30.0,,
18300.0,,29.9,,
6670.0,,28.6,,
,,28.2,,
,,28.1,,
25400.0,,29.9,,
6600.0,,28.6,,
,,28.1,,
,,28.1,,
26900.0,,29.9,,
18400.0,,29.8,,
6580.0,,28.5,,
,,28.1,,
,,28.0,,
27200.0,,29.8,,
6530.0,,28.4,,
,,28.0,,
,,28.0,,
27500.0,,29.8,,
18500.0,,29.8,,
6470.0,,28.4,,
